DateTime,Depth,temp,OXY_oxy
5/28/2015,2,23.5388,259.7290625
5/28/2015,3,17.9548,268.311875
5/28/2015,4,14.7831,226.13
5/28/2015,5,12.6072,157.7628125
5/28/2015,6,10.5096,92.709375
5/28/2015,7,9.2911,35.689375
5/28/2015,8,8.4329,15.32125
5/28/2015,9,8.0365,3.7609375
5/28/2015,10,7.717,2.77625
5/28/2015,11,7.555525,2.405625
6/4/2015,0.1,22.2,232.5
6/4/2015,1,22.3,241.875
6/4/2015,2,22.3,230.9375
6/4/2015,3,22.3,220.3125
6/4/2015,4,20.4,258.4375
6/4/2015,5,16,234.375
6/4/2015,6,13.4,192.5
6/4/2015,7,11.7,138.4375
6/4/2015,8,10,83.125
6/4/2015,9,9,49.375
6/4/2015,10,8.1,44.375
6/4/2015,11,7.8,40.9375
6/11/2015,0.1,24.7237,232.4103125
6/11/2015,1,24.5333,232.0221875
6/11/2015,2,24.078,221.8128125
6/11/2015,3,20.0549,206.505
6/11/2015,4,16.7965,175.071875
6/11/2015,5,13.1516,116.8009375
6/11/2015,6,11.0079,51.20125
6/11/2015,7,9.8969,19.5853125
6/11/2015,8,8.7142,3.9875
6/11/2015,9,8.058,3.021875
6/11/2015,10,7.7593,2.408125
6/11/2015,11,7.5782,2.039375
6/18/2015,0.1,28.3076,233.7558125
6/18/2015,1,27.6644,229.845
6/18/2015,2,25.9723,243.4103125
6/18/2015,3,22.0399,202.3228125
6/18/2015,4,17.6925,151.7846875
6/18/2015,5,12.7957,76.41421875
6/18/2015,6,10.5208,31.464375
6/18/2015,7,9.4769,30.43625
6/18/2015,8,8.4924,3.098125
6/18/2015,9,8.0173,1.703125
6/18/2015,10,7.7167,2.0459375
6/18/2015,11,7.6596,1.475
6/19/2015,0.1,27.1113,228.7303125
6/19/2015,1,26.8839,226.78875
6/19/2015,2,27.2547,233.1990625
6/19/2015,3,21.98115,198.9596875
6/19/2015,4,16.291,135.7159375
6/19/2015,5,12.8929,77.53234375
6/19/2015,6,11.39775,50.9484375
6/19/2015,7,9.5636,13.99875
6/19/2015,8,8.7989,3.271875
6/19/2015,9,7.9996,2.561875
6/19/2015,10,7.842875,2.29828125
6/19/2015,11,7.6917,1.7884375
6/25/2015,0.1,27.9371,230.1903125
6/25/2015,1,27.7069,228.770625
6/25/2015,2,26.7426,241.4878125
6/25/2015,3,23.0681,206.475
6/25/2015,4,18.3901,132.9878125
6/25/2015,5,13.8406,84.958125
6/25/2015,6,11.1052,37.3553125
6/25/2015,7,9.361,10.334375
6/25/2015,8,8.3385,3.3396875
6/25/2015,9,8.0453,2.6259375
6/25/2015,10,7.7799,2.2515625
6/25/2015,11,7.7133,2.1646875
7/2/2015,0.1,25.3714,235.8284375
7/2/2015,1,25.3416,237.138125
7/2/2015,2,25.2773,232.5665625
7/2/2015,3,23.8593,166.04
7/2/2015,4,18.0437,99.2240625
7/2/2015,5,14.2188,56.8671875
7/2/2015,6,11.0822,26.4178125
7/2/2015,7,9.3475,4.6771875
7/2/2015,8,8.4072,3.3575
7/2/2015,9,8.0915,2.758125
7/2/2015,10,7.9134,2.570625
7/2/2015,11,7.7049,2.053125
7/9/2015,0.1,25.0477,233.57875
7/9/2015,1,24.9502,236.1690625
7/9/2015,2,24.8462,237.516875
7/9/2015,3,24.5398,193.1915625
7/9/2015,4,19.9956,62.290625
7/9/2015,5,14.8897,41.911875
7/9/2015,6,11.2598,45.9690625
7/9/2015,7,10.00885,8.130625
7/9/2015,8,9.1164,2.2728125
7/9/2015,9,8.364,1.995
7/9/2015,10,7.945,1.9178125
7/9/2015,11,7.6209,2.2403125
7/16/2015,0.1,25.876,236.906875
7/16/2015,1,25.7619,238.14875
7/16/2015,2,25.4279,210.9215625
7/16/2015,3,24.3636,148.90125
7/16/2015,4,19.819,58.4715625
7/16/2015,5,14.8906,27.7459375
7/16/2015,6,11.7988,76.8490625
7/16/2015,7,9.8835,3.88625
7/16/2015,8,8.6187,2.3790625
7/16/2015,9,8.2662,2.174375
7/16/2015,10,8.1466,2.158125
7/16/2015,11,7.7896,1.9375
7/23/2015,0.1,27.0723,236.3121875
7/23/2015,1,27.0395,236.2840625
7/23/2015,2,26.8009,225.699375
7/23/2015,3,24.4115,115.7084375
7/23/2015,4,19.7716,28.376875
7/23/2015,5,14.7845,23.9546875
7/23/2015,6,11.3515,7.21
7/23/2015,7,10.0758,2.6446875
7/23/2015,8,8.8653,2.2278125
7/23/2015,9,8.2769,2.096875
7/23/2015,10,7.9783,1.9659375
7/23/2015,11,7.7248,2.2071875
7/30/2015,0.1,27.6016,182.0984375
7/30/2015,1,27.6768,223.6771875
7/30/2015,2,27.5753,232.7340625
7/30/2015,3,25.0513,74.1453125
7/30/2015,4,19.8394,8.754375
7/30/2015,5,14.7764,63.6896875
7/30/2015,6,11.8277,3.8996875
7/30/2015,7,10.2709,2.3371875
7/30/2015,8,9.1168,1.9975
7/30/2015,9,8.375,2.0128125
7/30/2015,10,8.0009,2.1025
7/30/2015,11,7.7458,1.945
8/13/2015,0.1,25.7,185
8/13/2015,1,25.6,198.125
8/13/2015,2,25.5,196.875
8/13/2015,3,25.4,196.5625
8/13/2015,4,25,165.3125
8/13/2015,5,22.6,30.3125
8/13/2015,6,18,22.5
8/13/2015,7,13.6,32.5
8/13/2015,8,11.4,20.9375
8/13/2015,9,9.5,21.25
8/13/2015,10,8.6,22.8125
8/13/2015,11,8.3,22.8125
9/4/2015,0.1,27.2332,191.355625
9/4/2015,1,26.594,212.3365625
9/4/2015,2,26.2279,198.8578125
9/4/2015,3,25.5928,190.02875
9/4/2015,4,23.7018,94.8809375
9/4/2015,5,21.0099,11.1190625
9/4/2015,6,15.6245,25.7190625
9/4/2015,7,12.0317,2.99875
9/4/2015,8,10.3029,2.0865625
9/4/2015,9,8.8782,1.6175
9/4/2015,10,8.4435,1.450625
9/4/2015,11,8.1316,1.489375
9/18/2015,0.1,23.1102,250.244375
9/18/2015,1,23.0259,249.5778125
9/18/2015,2,22.554,250.4875
9/18/2015,3,22.3653,248.036875
9/18/2015,4,21.8946,183.9196875
9/18/2015,5,20.9536,85.3303125
9/18/2015,6,15.5084,25.5465625
9/18/2015,7,11.9778,3.893125
9/18/2015,8,9.8356,3.00875
9/18/2015,9,8.9741,2.3984375
9/18/2015,10,8.5505,2.3040625
9/18/2015,11,8.1761,2.161875
10/2/2015,0.1,18.8554,243.8190625
10/2/2015,1,18.8855,243.475
10/2/2015,2,18.8891,243.053125
10/2/2015,3,18.8865,242.8103125
10/2/2015,4,18.8858,243.0234375
10/2/2015,5,18.7953,241.2059375
10/2/2015,6,17.9149,104.1259375
10/2/2015,7,13.8796,7.7121875
10/2/2015,8,10.9193,4.605625
10/2/2015,9,9.1318,3.4996875
10/2/2015,10,8.567,2.920625
10/2/2015,11,8.3724,2.8096875
10/23/2015,0.1,15.59805,285.7870313
10/23/2015,1,15.5354,285.05625
10/23/2015,2,15.1719,283.6765625
10/23/2015,3,14.9856,281.8325
10/23/2015,4,14.7177,279.45125
10/23/2015,5,14.2896,246.6259375
10/23/2015,6,14.0982,227.835
10/23/2015,7,13.9341,209.4271875
10/23/2015,8,13.0578,97.33625
10/23/2015,9,9.8006,4.5090625
10/23/2015,10,9.1771,2.9659375
10/23/2015,11,8.8719,2.5984375
4/5/2016,0.1,11.45,301.25
4/5/2016,1,11.5,300.9375
4/5/2016,2,11.4,301.5625
4/5/2016,3,11.4,300.3125
4/5/2016,4,11.3,298.4375
4/5/2016,5,10.9,295.46875
4/5/2016,6,9.3,281.25
4/5/2016,7,8.3,270.46875
4/5/2016,8,7.4,258.75
4/5/2016,9,6.6,247.65625
4/5/2016,10,6.2,234.53125
4/5/2016,11,6.1,230
4/6/2016,0.1,11.5,302.1875
4/6/2016,1,11.5,302.1875
4/6/2016,2,11.4,301.875
4/6/2016,3,11.4,300.625
4/6/2016,4,11.4,299.375
4/6/2016,5,11.2,296.5625
4/6/2016,6,9.8,284.0625
4/6/2016,7,8.8,274.0625
4/6/2016,8,7.8,260.9375
4/6/2016,9,7,251.5625
4/6/2016,10,6.3,235.625
4/6/2016,11,6.2,230
4/20/2016,0.1,15.9,306.875
4/20/2016,1,15.5,325
4/20/2016,2,14.5,323.75
4/20/2016,3,12.8,327.5
4/20/2016,4,11.6,328.4375
4/20/2016,5,11,322.8125
4/20/2016,6,10.3,317.5
4/20/2016,7,9.7,298.75
4/20/2016,8,9.1,266.25
4/20/2016,9,8.4,212.5
4/20/2016,10,7.7,167.8125
4/20/2016,11,7.3,148.125
5/4/2016,0.1,19.6,273.75
5/4/2016,1,19.6,277.8125
5/4/2016,2,19.5,275.9375
5/4/2016,3,18.2,300.3125
5/4/2016,4,15.7,326.5625
5/4/2016,5,12.2,334.0625
5/4/2016,6,10.8,321.5625
5/4/2016,7,10,295.9375
5/4/2016,8,9.5,254.0625
5/4/2016,9,8.3,105.3125
5/4/2016,10,7.8,59.375
5/4/2016,11,7.7,47.1875
5/12/2016,0.1,19.178,203.6128125
5/12/2016,1,19.154,231.470625
5/12/2016,2,18.7808,282.6253125
5/12/2016,3,17.397,292.7525
5/12/2016,4,15.469,304.9525
5/12/2016,5,12.7387,328.513125
5/12/2016,6,10.7533,311.8975
5/12/2016,7,9.6135,232.9621875
5/12/2016,8,8.4061,65.2325
5/12/2016,9,7.9334,5.8215625
5/12/2016,10,7.7528,3.3940625
5/12/2016,11,7.593,2.8821875
5/19/2016,0.1,16.6825,287.1221875
5/19/2016,1,16.6841,286.580625
5/19/2016,2,16.6671,287.329375
5/19/2016,3,16.6497,285.45
5/19/2016,4,16.6106,285.116875
5/19/2016,5,13.3145,311.3890625
5/19/2016,6,10.6811,272.33375
5/19/2016,7,9.8162,215.2459375
5/19/2016,8,8.7056,47.836875
5/19/2016,9,8.0743,5.7290625
5/19/2016,10,7.8275,2.9465625
5/19/2016,11,7.5604,2.8878125
5/26/2016,0.1,20.6863,282.733125
5/26/2016,1,20.6536,283.24625
5/26/2016,2,18.2988,289.065
5/26/2016,3,17.6756,285.1859375
5/26/2016,4,16.7103,267.79625
5/26/2016,5,13.9921,281.36125
5/26/2016,6,11.2745,261.6871875
5/26/2016,7,9.718,151.4590625
5/26/2016,8,8.3909,5.4146875
5/26/2016,9,8.068,2.9275
5/26/2016,10,7.9469,2.6375
5/26/2016,11,7.7577,2.34
5/29/2016,0.1,23.1177,272.659375
5/29/2016,1,22.9614,271.43125
5/29/2016,2,19.6232,300.935625
5/29/2016,3,18.1381,294.973125
5/29/2016,4,16.938,271.66875
5/29/2016,5,14.0535,284.2525
5/29/2016,6,11.0209,256.97625
5/29/2016,7,9.9082,171.8175
5/29/2016,8,9.0251,32.5678125
5/29/2016,9,8.2975,3.80875
5/29/2016,10,8.0537,3.0540625
5/29/2016,11,7.6969,2.53625
5/31/2016,0.1,24.3209,271.153125
5/31/2016,1,23.7661,271.22
5/31/2016,2,19.9931,306.506875
5/31/2016,3,18.3591,297.7825
5/31/2016,4,16.7732,264.6009375
5/31/2016,5,14.4628,268.7134375
5/31/2016,6,10.9875,227.2440625
5/31/2016,7,9.8164,142.5921875
5/31/2016,8,8.9489,30.7271875
5/31/2016,9,8.3773,3.2146875
5/31/2016,10,8.1199,2.7134375
5/31/2016,11,7.6875,2.2559375
6/2/2016,0.1,24.2618,266.5925
6/2/2016,1,23.1865,307.7515625
6/2/2016,2,20.5774,315.884375
6/2/2016,3,19.2529,306.49
6/2/2016,4,17.472,279.32875
6/2/2016,5,13.5322,283.81625
6/2/2016,6,11.0347,235.5875
6/2/2016,7,9.8543,133.3340625
6/2/2016,8,8.8933,34.5021875
6/2/2016,9,8.2957,2.50625
6/2/2016,10,8.0848,2.26375
6/2/2016,11,7.695,1.9621875
6/7/2016,0.1,25.2975,168.5571875
6/7/2016,1,24.8828,205.5590625
6/7/2016,2,24.8726,264.38375
6/7/2016,3,19.7382,298.6178125
6/7/2016,4,17.1413,254.3190625
6/7/2016,5,13.7407,261.794375
6/7/2016,6,10.9362,180.07875
6/7/2016,7,9.7738,77.4559375
6/7/2016,8,8.7516,5.8440625
6/7/2016,9,8.259,2.378125
6/7/2016,10,7.9892,2.6709375
6/7/2016,11,7.6759,2.0996875
6/8/2016,0.1,24.0375,232.6346875
6/8/2016,1,23.7342,179.1371875
6/8/2016,2,23.898,175.641875
6/8/2016,3,20.0214,312.6215625
6/8/2016,4,17.7311,280.2340625
6/8/2016,5,14.06705,255.3046875
6/8/2016,6,11.8652,224.494375
6/8/2016,7,9.8488,96.45375
6/8/2016,8,8.7013,3.9184375
6/8/2016,9,8.1589,3.0746875
6/8/2016,10,7.9815,2.1965625
6/8/2016,11,7.7325,2
6/16/2016,0.1,24.3533,250.52625
6/16/2016,1,24.3431,251.214375
6/16/2016,2,24.3052,252.834375
6/16/2016,3,24.304,254.0125
6/16/2016,4,19.3618,266.20875
6/16/2016,5,14.0592,221.108125
6/16/2016,6,11.5035,157.4859375
6/16/2016,7,10.1468,84.446875
6/16/2016,8,9.0598,11.9459375
6/16/2016,9,8.4814,3.2134375
6/16/2016,10,8.2243,2.7240625
6/16/2016,11,8.0462,2.4040625
6/23/2016,0.1,23.57155,199.7846875
6/23/2016,1,23.9927,195.2609375
6/23/2016,2,24.0898,244.060625
6/23/2016,3,24.0759,249.5303125
6/23/2016,4,23.993,248.3559375
6/23/2016,5,16.2979,207.7196875
6/23/2016,6,13.6299,161.9053125
6/23/2016,7,11.712,107.6359375
6/23/2016,8,9.8214,74.1753125
6/23/2016,9,8.7513,4.868125
6/23/2016,10,8.3915,3.175
6/23/2016,11,8.0602,2.620625
6/26/2016,0.1,25.0914,192.410625
6/26/2016,1,24.5738,210.859375
6/26/2016,2,24.1981,259.8440625
6/26/2016,3,23.4898,245.3659375
6/26/2016,4,21.3788,244.93625
6/26/2016,5,16.2884,190.1078125
6/26/2016,6,12.7116,134.936875
6/26/2016,7,11.2546,86.6465625
6/26/2016,8,9.8079,104.8984375
6/26/2016,9,8.8525,3.5003125
6/26/2016,10,8.4633,2.5665625
6/26/2016,11,8.0911,2.065625
6/28/2016,0.1,24.6053,269.1728125
6/28/2016,1,25.0295,202.026875
6/28/2016,2,25.0359,199.90875
6/28/2016,3,24.8191,203.9665625
6/28/2016,4,23.325,205.014375
6/28/2016,5,20.5051,197.55375
6/28/2016,6,16.7888,237.934375
6/28/2016,7,15.1172,258.63875
6/28/2016,8,9.9138,254.8075
6/28/2016,9,8.667,8.7309375
6/28/2016,10,8.4185,3.3471875
6/28/2016,11,8.0672,2.84125
6/30/2016,0.1,25.6058,267.0678125
6/30/2016,1,25.2953,277.1134375
6/30/2016,2,24.8785,285.299375
6/30/2016,3,24.1871,280.2559375
6/30/2016,4,21.3184,230.5371875
6/30/2016,5,15.6954,166.344375
6/30/2016,6,13.1127,123.7825
6/30/2016,7,11.1511,66.10625
6/30/2016,8,9.73,68.2871875
6/30/2016,9,8.7395,3.5375
6/30/2016,10,8.357,2.5346875
6/30/2016,11,8.1426,2.3475
7/7/2016,0.1,26.0149,204.03
7/7/2016,1,25.9044,190.303125
7/7/2016,2,25.1246,250.291875
7/7/2016,3,23.2979,225.321875
7/7/2016,4,20.3772,187.2375
7/7/2016,5,17.5809,152.4071875
7/7/2016,6,13.5431,95.164375
7/7/2016,7,11.2111,62.23
7/7/2016,8,9.5719,3.9553125
7/7/2016,9,8.7104,2.6665625
7/7/2016,10,8.4101,2.1465625
7/7/2016,11,8.0185,2.0915625
7/14/2016,0.1,26.9835,144.69875
7/14/2016,1,26.5884,255.1384375
7/14/2016,2,26.2121,254.20875
7/14/2016,3,24.9425,248.2909375
7/14/2016,4,21.2548,152.596875
7/14/2016,5,17.502,111.8546875
7/14/2016,6,13.0232,62.419375
7/14/2016,7,11.2343,50.045
7/14/2016,8,9.8093,2.9928125
7/14/2016,9,8.8195,2.313125
7/14/2016,10,8.5654,1.9984375
7/14/2016,11,8.2183,1.495625
7/21/2016,0.1,28.03885,194.2675
7/21/2016,1,28.0744,181.26625
7/21/2016,2,27.5861,215.2559375
7/21/2016,3,25.6366,260.1134375
7/21/2016,4,22.0068,156.9234375
7/21/2016,5,17.2642,53.8446875
7/21/2016,6,13.6919,99.8921875
7/21/2016,7,11.5132,2.565625
7/21/2016,8,9.8368,1.9875
7/21/2016,9,8.8112,1.6365625
7/21/2016,10,8.5406,1.6878125
7/21/2016,11,8.222,1.86625
7/24/2016,0.1,29.4323,267.1384375
7/24/2016,1,29.2099,265.84625
7/24/2016,2,28.371,275.7334375
7/24/2016,3,26.3451,282.2409375
7/24/2016,4,21.6842,148.85875
7/24/2016,5,17.5582,52.449375
7/24/2016,6,13.8632,167.620625
7/24/2016,7,11.4884,1.6196875
7/24/2016,8,9.618,1.455
7/24/2016,9,8.8948,1.39375
7/24/2016,10,8.515,1.198125
7/24/2016,11,8.1889,1.2040625
7/28/2016,0.1,30.1595,168.97375
7/28/2016,1,30.0816,213.043125
7/28/2016,2,29.5923,222.3140625
7/28/2016,3,25.8888,221.6725
7/28/2016,4,21.5947,84.4203125
7/28/2016,5,17.6227,33.4815625
7/28/2016,6,14.1241,101.6596875
7/28/2016,7,11.4341,3.22375
7/28/2016,8,9.5882,2.1859375
7/28/2016,9,8.8645,1.90625
7/28/2016,10,8.6185,1.7284375
7/28/2016,11,8.3452,1.75125
8/4/2016,0.1,26.4,201.25
8/4/2016,1,26.3,199.375
8/4/2016,2,26.3,196.5625
8/4/2016,3,26.3,195
8/4/2016,4,25.3,86.5625
8/4/2016,5,21.1,14.6875
8/4/2016,6,16.3,35.625
8/4/2016,7,13.3,12.1875
8/4/2016,8,11.4,10
8/4/2016,9,9.7,9.6875
8/4/2016,10,8.9,9.6875
8/4/2016,11,8.5,9.375
8/11/2016,0.1,26.8593,134.8596875
8/11/2016,1,26.8486,141.1828125
8/11/2016,2,26.7885,154.4503125
8/11/2016,3,26.594,151.8040625
8/11/2016,4,22.8739,9.946875
8/11/2016,5,18.6387,5.0565625
8/11/2016,6,14.041,1.848125
8/11/2016,7,11.7723,1.7
8/11/2016,8,10.0555,1.871875
8/11/2016,9,8.8786,1.675625
8/11/2016,10,8.552,1.6725
8/11/2016,11,8.3306,1.523125
8/18/2016,0.1,27.0012,195.505
8/18/2016,1,27.0234,185.55
8/18/2016,2,26.9861,189.12625
8/18/2016,3,27.0792,225.363125
8/18/2016,4,23.4864,36.66875
8/18/2016,5,18.2633,45.6096875
8/18/2016,6,14.0335,3.6409375
8/18/2016,7,11.7512,2.55625
8/18/2016,8,9.9001,2.4765625
8/18/2016,9,9.0542,2.35125
8/18/2016,10,8.6738,2.0953125
8/18/2016,11,8.4636,1.86375
8/23/2016,0.1,26.1061,175.363125
8/23/2016,1,26.0835,196.7946875
8/23/2016,2,25.9633,197.295
8/23/2016,3,25.6164,214.6684375
8/23/2016,4,23.4328,39.9959375
8/23/2016,5,19.2235,19.7871875
8/23/2016,6,15.004,12.014375
8/23/2016,7,11.6803,3.335
8/23/2016,8,9.9155,2.455625
8/23/2016,9,9.2921,2.230625
8/23/2016,10,8.9192,2.2390625
8/23/2016,11,8.5158,2.459375
9/6/2016,0.1,24.4416,253.0432813
9/6/2016,1,24.7741,213.199375
9/6/2016,2,24.7606,196.6271875
9/6/2016,3,24.7629,182.2190625
9/6/2016,4,24.6976,235.25
9/6/2016,5,19.2401,5.6996875
9/6/2016,6,15.2194,2.473125
9/6/2016,7,11.7998,2.069375
9/6/2016,8,9.876,1.8475
9/6/2016,9,9.1936,2.051875
9/6/2016,10,8.9355,1.9146875
9/6/2016,11,8.4327,1.6109375
9/16/2016,0.1,23.6904,172.8340625
9/16/2016,1,24.3892,193.4096875
9/16/2016,2,24.4181,200.119375
9/16/2016,3,24.5174,240.0165625
9/16/2016,4,24.19135,180.7110938
9/16/2016,5,21.5462,185.39375
9/16/2016,6,21.6585,157.93125
9/16/2016,7,12.2349,4.7875
9/16/2016,8,10.327,3.6665625
9/16/2016,9,9.3064,2.363125
9/16/2016,10,9.0233,2.5278125
9/16/2016,11,8.529,2.3825
9/17/2016,0.1,23.6446,181.304375
9/17/2016,1,24.1108,188.704375
9/17/2016,2,24.1239,187.12625
9/17/2016,3,24.1135,225.3565625
9/17/2016,4,23.3136,147.5753125
