DateTime,wind_factor,sw_factor,lw_factor,coef_mix_conv,coef_wind_stir,coef_mix_shear,coef_mix_turb,coef_mix_KH,coef_mix_hyp,ce,ch,cd,sed_temp_mean,sed_temp_mean.1,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_peak_doy,sed_temp_peak_doy.1,RMSE
2021-02-25 19:07:49,1.20293868575793,0.880172444384902,0.916798136823664,0.276203858917949,0.16523000298071,0.408868849962609,0.8,0.331526774256157,0.775578077829215,0.000602290421207935,0.00149388192132349,0.0012356427379068,7.73497850011728,15.9318416381145,2,5.54451221833513,254.726492010747,256.08761824619,1.6449
2021-02-25 19:07:33,1.20293868575793,0.880172444384902,0.916798136823664,0.276203858917949,0.16523000298071,0.408868849962609,0.8,0.331526774256157,0.775578077829215,0.000602290421207935,0.00149388192132349,0.0012356427379068,7.73497850011728,15.9318416381145,2,5.54451221833513,254.726492010747,256.08761824619,1.6449
2021-02-25 19:07:18,1.17827128740192,0.75,0.920367679042297,0.273282321605472,0.152057602155331,0.513790236918314,0.795659905913842,0.39403744905833,0.73976483627411,0.000735575615403245,0.00167096864026235,0.00132703991337119,8.03077937219448,12.6129165442747,4.4663845195691,6.31618037983765,255.434540701577,254.314988061569,2.2466
2021-02-25 19:07:02,1.17734954320203,0.902397997263559,0.882789509609098,0.198283147269393,0.149150075813409,0.494122636286405,0.727760803249712,0.314192658061446,0.762834260456609,0.00060365303604119,0.00177875557753386,0.00149781795617506,8.79455020808672,15.9618109944103,2.83629824769537,4.28045838811915,257.602063405278,251.708688958191,1.9074
2021-02-25 19:06:46,1.2169115889931,0.824976675721639,0.812924983701647,0.248409373701567,0.123705991219378,0.500354230695521,0.71656809607642,0.373342622635021,0.760285940376019,5e-04,0.00186289107366647,0.00123855651075186,9.74879092434953,14.5380486087644,2.1738082143957,4.64716327752381,258.320424934166,254.876621497462,2.0705
2021-02-25 19:06:29,1.13590246070535,0.823701576808769,0.929600986950207,0.257674640812843,0.147592973093386,0.43654907833983,0.783653968619907,0.361789731669773,0.695648485867995,5e-04,0.002,0.00139668808582046,8.12942030396904,15.8498918000038,2.88471907081232,7.26603687153547,257.035853654282,253.065483160474,1.7249
2021-02-25 19:06:14,1.12426394523325,0.806677125758948,0.825265089831201,0.2197578918325,0.162076647554359,0.473344845799645,0.8,0.400760914916979,0.708897359923528,0.000701255758393833,0.00187525447721012,0.00143395852658836,11.6072527615719,14.5520001974202,2.51099304581909,7.80656274042664,256.198301670398,256.35587569433,2.8186
2021-02-25 19:05:57,1.20293868575793,0.880172444384902,0.916798136823664,0.276203858917949,0.16523000298071,0.408868849962609,0.8,0.331526774256157,0.775578077829215,0.000602290421207935,0.00149388192132349,0.0012356427379068,7.73497850011728,15.9318416381145,2,5.54451221833513,254.726492010747,256.08761824619,1.6449
2021-02-25 19:05:41,1.16365000714691,0.819743996307911,0.909067742993535,0.235213221572937,0.164392240478704,0.370315857301739,0.8,0.36983774018837,0.664326192017887,5e-04,0.00175473544826452,0.00148541804536164,9.00839822247009,13.7929031727582,2.48110886297413,5.96794112570407,256.925223382409,253.099633674445,1.7448
2021-02-25 19:05:25,1.2241674663174,0.897075148734451,0.854116602846974,0.227859055243436,0.137897809033094,0.471553418269985,0.770891317556132,0.312746407316472,0.796561737033288,5e-04,0.002,0.0016993019266749,6.8247745102225,15.2492783296527,2.2439735203823,5.37786082100861,258.546677656811,250,1.7851
