DateTime,sw_factor,lw_factor,sed_temp_mean,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_mean.1,sed_temp_mean.2,RMSE
2020-09-23 11:09:14,0.963900273231846,0.908409851939326,8.87805934992369,2.17438355633718,4.23037532347358,17.3880444020237,5.69251643812481,1.51478628701092
