DateTime,Rch4ox,Kch4ox,vTch4ox,Fsed_ch4,Fsed_ch4.1,Ksed_ch4,theta_sed_ch4,RMSE
2021-05-13 17:44:42,2.32575664385824,1.91550357302636,0.933143654436953,16.9021630964968,24.2366116379325,58.0794006714731,1.08762979109973,61.7840236224026
