DateTime,Rch4ox,Kch4ox,vTch4ox,Fsed_ch4,Ksed_ch4,theta_sed_ch4,RMSE
2021-04-19 16:10:28,5,5,0.9,300,100,0.85,40618.5242208092
2021-04-19 16:10:03,5,5,0.9,0.001,0.001,1.15,120.937196088991
2021-04-19 16:09:38,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 16:09:13,5,5,0.9,300,0.001,1.15,120.818046760341
2021-04-19 16:08:48,5,1e-04,0.9,0.001,100,0.85,263.980149489632
2021-04-19 16:08:23,1e-04,1e-04,1.2,300,100,0.85,32780.7345845961
2021-04-19 16:07:58,1e-04,1e-04,1.2,300,100,1.15,1097.81116527995
2021-04-19 16:07:34,5,5,1.2,300,100,0.85,43126.1606728429
2021-04-19 16:07:09,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 16:06:44,5,5,1.2,300,100,0.85,42708.7422810166
2021-04-19 16:06:20,1e-04,1e-04,0.9,300,0.001,0.85,220.25501744186
2021-04-19 16:05:55,5,5,1.2,0.001,100,0.85,199.836060276242
2021-04-19 16:05:31,5,5,1.2,0.001,0.001,1.15,120.937188554051
2021-04-19 16:05:06,1e-04,1e-04,1.2,300,100,1.15,1118.40093323526
2021-04-19 16:04:41,5,5,0.9,0.001,0.001,1.15,120.937194189535
2021-04-19 16:04:16,5,5,0.9,300,100,1.15,1470.49622633829
2021-04-19 16:03:51,5,5,1.2,300,0.001,1.15,120.793908302781
2021-04-19 16:03:27,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 16:03:02,5,5,1.2,300,0.001,0.85,40794.9631998495
2021-04-19 16:02:38,5,5,1.2,0.001,100,1.15,218.27588806601
2021-04-19 16:02:14,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 16:01:49,1e-04,1e-04,1.2,300,0.001,0.85,218.33249786956
2021-04-19 16:01:24,1e-04,1e-04,1.2,0.001,0.001,0.85,120.932389259315
2021-04-19 16:00:59,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 16:00:34,5,5,0.9,300,0.001,1.15,120.818046760341
2021-04-19 16:00:10,5,5,1.2,300,100,0.85,43126.1606728429
2021-04-19 15:59:45,1e-04,1e-04,0.9,300,0.001,0.85,220.25501744186
2021-04-19 15:59:20,5,5,1.2,300,0.001,0.85,40794.9631998495
2021-04-19 15:58:56,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:58:31,1e-04,1e-04,1.2,0.001,0.001,1.15,120.932840023781
2021-04-19 15:58:06,5,5,1.2,300,100,0.85,42708.7422810166
2021-04-19 15:57:42,5,5,0.9,0.001,100,1.15,208.997052449066
2021-04-19 15:57:18,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 15:56:53,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 15:56:28,1e-04,5,1.2,300,100,0.85,30280.0326979509
2021-04-19 15:56:03,5,5,1.2,300,100,0.85,43126.1606728429
2021-04-19 15:55:39,1e-04,1e-04,0.9,300,100,0.85,35537.7767048673
2021-04-19 15:55:14,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 15:54:49,1e-04,1e-04,1.2,300,100,0.85,32780.7345845961
2021-04-19 15:54:24,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:53:59,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:53:35,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:53:10,1e-04,1e-04,1.2,300,100,1.15,1097.81116527995
2021-04-19 15:52:45,1e-04,1e-04,0.9,300,0.001,0.85,220.25501744186
2021-04-19 15:52:20,5,5,1.2,0.001,0.001,0.85,120.937178161132
2021-04-19 15:51:55,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 15:51:31,1e-04,1e-04,1.2,300,100,1.15,1097.81116527995
2021-04-19 15:51:05,1e-04,1e-04,1.2,0.001,100,1.15,131.815983207489
2021-04-19 15:50:41,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:50:16,5,5,1.2,0.001,100,1.15,218.27588806601
2021-04-19 15:49:51,5,5,1.2,0.001,100,1.15,218.27588806601
2021-04-19 15:49:27,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 15:49:03,5,5,0.9,0.001,0.001,0.85,120.937184067144
2021-04-19 15:48:38,5,5,1.2,0.001,100,0.85,199.836060276242
2021-04-19 15:48:13,1e-04,5,1.2,300,100,1.15,1172.85332723736
2021-04-19 15:47:48,5,5,0.9,0.001,0.001,1.15,120.937194189535
2021-04-19 15:47:24,5,5,0.9,300,100,0.85,40618.5242208092
2021-04-19 15:46:59,5,5,1.2,300,100,1.15,1458.85866287099
2021-04-19 15:46:34,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:46:10,1e-04,5,0.9,0.001,0.001,0.85,120.932590771543
2021-04-19 15:45:45,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:45:21,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 15:44:56,5,5,1.2,300,100,1.15,1458.85866287099
2021-04-19 15:44:32,5,5,1.2,300,0.001,0.85,40794.9631998495
2021-04-19 15:44:07,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:43:42,5,1e-04,0.9,300,0.001,1.15,120.937184067144
2021-04-19 15:43:41,5,5,0.9,0.001,0.001,0.85,120.937184067144
2021-04-19 15:43:17,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 15:42:52,1e-04,1e-04,1.2,0.001,0.001,1.15,120.932840023781
2021-04-19 15:42:27,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 15:42:03,5,5,0.9,0.001,0.001,1.15,120.937194189535
2021-04-19 15:41:38,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 15:41:13,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:40:48,1e-04,1e-04,1.2,300,100,0.85,32780.7345845961
2021-04-19 15:40:24,5,5,1.2,300,0.001,0.85,40794.9631998495
2021-04-19 15:39:59,5,5,1.2,300,100,1.15,1458.85866287099
2021-04-19 15:39:35,1e-04,1e-04,0.9,300,0.001,1.15,120.634923936187
2021-04-19 15:39:11,1e-04,1e-04,1.2,300,0.001,0.85,218.33249786956
2021-04-19 15:38:46,5,5,0.9,0.001,0.001,0.85,120.937184067144
2021-04-19 15:38:21,5,5,1.2,300,100,1.15,1413.85306829394
2021-04-19 15:37:57,5,5,0.9,300,100,0.85,40618.5242208092
2021-04-19 15:37:32,5,5,1.2,300,0.001,1.15,120.791706687359
2021-04-19 15:37:08,5,5,1.2,300,0.001,0.85,40794.9631998495
2021-04-19 15:36:43,5,5,1.2,0.001,100,1.15,201.572383832682
2021-04-19 15:36:19,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 15:35:54,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 15:35:29,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 15:35:05,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:34:40,1e-04,1e-04,1.2,0.001,100,1.15,131.815983207489
2021-04-19 15:34:16,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 15:33:51,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 15:33:26,5,5,1.2,0.001,0.001,1.15,120.937188554051
2021-04-19 15:33:02,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 15:32:37,5,5,1.2,0.001,0.001,0.85,120.937178161132
2021-04-19 15:32:12,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 15:31:47,1e-04,1e-04,0.9,300,0.001,0.85,220.25501744186
2021-04-19 15:31:22,5,5,1.2,0.001,0.001,0.85,120.937178161132
2021-04-19 15:30:58,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:30:33,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 15:30:08,5,5,0.9,0.001,0.001,1.15,120.937194189535
2021-04-19 15:29:43,5,5,0.9,300,0.001,1.15,120.818046760341
2021-04-19 15:29:19,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 15:28:54,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:28:29,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 15:28:05,1e-04,1e-04,1.2,300,100,0.85,32780.7345845961
2021-04-19 15:27:40,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:27:15,1e-04,1e-04,0.9,300,100,0.85,35537.7767048673
2021-04-19 15:26:51,1e-04,1e-04,1.2,0.001,100,1.15,131.815983207489
2021-04-19 15:26:26,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:26:01,5,5,1.2,300,0.001,0.85,40837.1605577714
2021-04-19 15:25:36,5,5,0.9,300,100,0.85,40618.5242208092
2021-04-19 15:25:09,5,5,0.9,300,0.001,0.85,34282.7689712358
2021-04-19 15:24:43,5,5,0.9,300,100,0.85,40618.5242208092
2021-04-19 15:24:17,1e-04,1e-04,1.2,0.001,0.001,1.15,120.932840023781
2021-04-19 15:23:51,1e-04,1e-04,0.9,300,100,0.85,35537.7767048673
2021-04-19 15:23:25,1e-04,1e-04,1.2,0.001,0.001,0.85,120.932389259315
2021-04-19 15:22:59,1e-04,1e-04,1.2,300,0.001,0.85,218.33249786956
2021-04-19 15:22:33,5,5,1.2,0.001,100,1.15,218.27588806601
2021-04-19 15:22:08,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 15:21:42,1e-04,1e-04,0.9,300,0.001,0.85,220.25501744186
2021-04-19 15:21:17,5,5,1.2,0.001,0.001,1.15,120.937188554051
2021-04-19 15:20:51,1e-04,1e-04,1.2,0.001,100,0.85,125.956499009176
2021-04-19 15:20:26,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:20:01,1e-04,1e-04,1.2,300,0.001,0.85,218.33249786956
2021-04-19 15:19:35,5,5,1.2,300,100,0.85,43126.1606728429
2021-04-19 15:19:09,5,5,0.9,300,100,1.15,1470.49622633829
2021-04-19 15:18:44,1e-04,1e-04,1.2,0.001,0.001,1.15,120.932840023781
2021-04-19 15:18:18,5,5,0.9,300,0.001,0.85,34282.7689712358
2021-04-19 15:17:52,5,5,0.9,300,100,1.15,1470.49622633829
2021-04-19 15:17:26,5,5,0.9,300,100,1.15,1422.75589642558
2021-04-19 15:17:00,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 15:16:34,1e-04,5,0.9,0.001,100,1.15,132.283819434497
2021-04-19 15:16:08,5,5,1.2,300,100,0.85,43126.1606728429
2021-04-19 15:15:43,1e-04,1e-04,1.2,0.001,100,0.85,125.956499009176
2021-04-19 15:15:17,1e-04,1e-04,0.9,300,0.001,0.85,220.25501744186
2021-04-19 15:14:51,1e-04,1e-04,1.2,0.001,100,0.85,134.145340605344
2021-04-19 15:14:26,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 15:14:01,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 15:13:35,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 15:13:09,5,5,0.9,300,0.001,0.85,34282.7689712358
2021-04-19 15:12:42,1e-04,1e-04,1.2,0.001,100,1.15,131.815983207489
2021-04-19 15:12:16,1e-04,1e-04,0.9,300,100,0.85,35537.7767048673
2021-04-19 15:11:51,1e-04,1e-04,1.2,300,100,1.15,1097.81116527995
2021-04-19 15:11:25,5,5,1.2,300,0.001,1.15,120.793908302781
2021-04-19 15:10:59,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:10:33,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:10:07,1e-04,1e-04,1.2,0.001,0.001,0.85,120.932389259315
2021-04-19 15:09:42,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 15:09:16,5,5,0.9,300,100,1.15,1470.49622633829
2021-04-19 15:08:50,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:08:25,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 15:07:59,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 15:07:34,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 15:07:08,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:06:43,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 15:06:17,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 15:05:51,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:05:25,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 15:04:59,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:04:33,5,5,0.9,0.001,0.001,0.85,120.937184067144
2021-04-19 15:04:08,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 15:03:43,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 15:03:17,1e-04,1e-04,1.2,0.001,0.001,1.15,120.932840023781
2021-04-19 15:02:51,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 15:02:25,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 15:02:00,5,5,1.2,0.001,0.001,0.85,120.937178161132
2021-04-19 15:01:34,1e-04,1e-04,0.9,0.001,0.001,0.85,120.929792474276
2021-04-19 15:01:08,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:00:43,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 15:00:17,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 14:59:50,5,5,0.9,0.001,100,0.85,319.709144628823
2021-04-19 14:59:25,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 14:58:59,5,5,0.9,0.001,100,1.15,207.497932464138
2021-04-19 14:58:34,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 14:58:08,1e-04,1e-04,1.2,0.001,100,1.15,131.815983207489
2021-04-19 14:57:42,5,5,0.9,300,100,0.85,40618.5242208092
2021-04-19 14:57:16,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 14:56:50,5,5,1.2,0.001,0.001,0.85,120.937178161132
2021-04-19 14:56:24,5,5,1.2,0.001,100,0.85,198.349904826973
2021-04-19 14:55:59,5,5,0.9,300,0.001,0.85,34282.7689712358
2021-04-19 14:55:33,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 14:55:07,5,5,1.2,0.001,0.001,1.15,120.937188554051
2021-04-19 14:54:41,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 14:54:16,1e-04,1e-04,1.2,0.001,0.001,0.85,120.932389259315
2021-04-19 14:53:50,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 14:53:24,5,5,0.9,300,100,1.15,1470.49622633829
2021-04-19 14:52:58,5,5,0.9,300,0.001,1.15,120.818046760341
2021-04-19 14:52:33,5,5,1.2,300,100,1.15,1458.85866287099
2021-04-19 14:52:08,1e-04,1e-04,0.9,0.001,100,0.85,126.19168742317
2021-04-19 14:51:42,5,5,0.9,300,0.001,1.15,120.818046760341
2021-04-19 14:51:16,1e-04,1e-04,0.9,300,0.001,1.15,120.616666658327
2021-04-19 14:50:51,5,5,1.2,300,100,1.15,1458.85866287099
2021-04-19 14:50:26,5,5,1.2,300,100,1.15,1458.85866287099
2021-04-19 14:50:00,1e-04,1e-04,0.9,0.001,100,1.15,132.103343578622
2021-04-19 14:49:35,1e-04,1e-04,1.2,300,0.001,1.15,120.624205482866
2021-04-19 14:49:09,1e-04,1e-04,1.2,0.001,100,0.85,125.956499009176
2021-04-19 14:48:43,1e-04,1e-04,1.2,0.001,0.001,1.15,120.932840023781
2021-04-19 14:48:17,1e-04,1e-04,0.9,300,100,1.15,1129.70940475181
2021-04-19 14:47:51,1e-04,1e-04,0.9,300,0.001,1.15,120.634923936187
2021-04-19 14:47:26,1e-04,1e-04,0.9,0.001,0.001,1.15,120.932854821317
2021-04-19 14:47:01,5,5,1.2,0.001,0.001,0.85,120.937178161132
2021-04-19 14:46:35,5,5,1.2,300,0.001,1.15,120.793908302781
