DateTime,Fsed_rsi,Ksed_rsi,theta_sed_rsi,RMSE
2021-06-15 13:19:28,100,300,1,2308.88004447219
2021-06-15 13:19:02,0.01,300,1.15,37.3947957513083
2021-06-15 13:18:36,0.01,0.01,1,37.3912076895052
2021-06-15 13:18:10,0.01,300,1.15,37.3947957513083
2021-06-15 13:17:43,0.01,0.01,1.15,37.3820456080936
2021-06-15 13:17:16,0.01,300,1.15,37.3947957513083
2021-06-15 13:16:50,0.01,300,1,37.4638336324974
2021-06-15 13:16:24,100,300,1,2308.88004447219
2021-06-15 13:15:57,100,0.01,1,881.977333068938
2021-06-15 13:15:31,0.01,0.01,1,37.3912076895052
2021-06-15 13:15:05,100,300,1.15,544.648668435376
2021-06-15 13:14:38,100,300,1.15,544.648668435376
2021-06-15 13:14:11,100,300,1.15,544.648668435376
2021-06-15 13:13:44,0.01,300,1,37.4638336324974
2021-06-15 13:13:18,0.01,0.01,1,37.3912076895052
2021-06-15 13:12:52,0.01,300,1.15,37.3947957513083
2021-06-15 13:12:25,0.01,300,1.15,37.3947957513083
2021-06-15 13:11:59,0.01,0.01,1.15,37.3820456080936
2021-06-15 13:11:33,100,0.01,1.15,181.07764406174
2021-06-15 13:11:07,0.01,300,1,37.4638336324974
2021-06-15 13:10:40,100,300,1,2308.88004447219
2021-06-15 13:10:14,0.01,0.01,1.15,37.3820456080936
2021-06-15 13:09:47,0.01,0.01,1.15,37.3820456080936
2021-06-15 13:09:21,100,0.01,1,881.977333068938
2021-06-15 13:08:55,0.01,300,1,37.4638336324974
2021-06-15 13:08:29,0.01,300,1.15,37.3947957513083
2021-06-15 13:08:03,0.01,0.01,1.15,37.3820456080936
2021-06-15 13:07:36,100,0.01,1.15,181.07764406174
2021-06-15 13:07:10,100,0.01,1,881.977333068938
2021-06-15 13:06:44,0.01,0.01,1,37.3912076895052
2021-06-15 13:06:17,0.01,300,1,37.4638336324974
2021-06-15 13:05:51,0.01,300,1.15,37.3947957513083
2021-06-15 13:05:25,0.01,0.01,1,37.3912076895052
2021-06-15 13:04:59,100,300,1,2308.88004447219
2021-06-15 13:04:32,100,300,1,2308.88004447219
2021-06-15 13:04:06,0.01,300,1.15,37.3947957513083
2021-06-15 13:03:39,100,300,1.15,544.648668435376
2021-06-15 13:03:13,0.01,300,1.15,37.3947957513083
2021-06-15 13:02:47,0.01,0.01,1.15,37.3820456080936
2021-06-15 13:02:21,0.01,300,1.15,37.3947957513083
2021-06-15 13:01:55,100,300,1,2308.88004447219
2021-06-15 13:01:28,0.01,300,1,37.4638336324974
2021-06-15 13:01:02,100,300,1.15,544.648668435376
2021-06-15 13:00:36,100,0.01,1.15,181.07764406174
2021-06-15 13:00:10,0.01,0.01,1,37.3912076895052
2021-06-15 12:59:44,0.01,300,1,37.4638336324974
2021-06-15 12:59:17,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:58:51,100,0.01,1.15,181.07764406174
2021-06-15 12:58:25,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:57:59,100,300,1,2308.88004447219
2021-06-15 12:57:32,100,300,1.15,544.648668435376
2021-06-15 12:57:05,0.01,0.01,1,37.3912076895052
2021-06-15 12:56:38,0.01,300,1,37.4638336324974
2021-06-15 12:56:12,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:55:45,0.01,300,1.15,37.3947957513083
2021-06-15 12:55:19,100,300,1,2308.88004447219
2021-06-15 12:54:52,0.01,0.01,1,37.3912076895052
2021-06-15 12:54:26,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:54:00,0.01,0.01,1,37.3912076895052
2021-06-15 12:53:33,100,300,1,2308.88004447219
2021-06-15 12:53:07,0.01,300,1,37.4638336324974
2021-06-15 12:52:40,0.01,300,1.15,37.3947957513083
2021-06-15 12:52:14,100,300,1,2308.88004447219
2021-06-15 12:51:48,100,300,1.15,544.648668435376
2021-06-15 12:51:22,0.01,0.01,1,37.3912076895052
2021-06-15 12:50:55,100,0.01,1.15,181.07764406174
2021-06-15 12:50:29,100,300,1,2308.88004447219
2021-06-15 12:50:03,0.01,0.01,1,37.3912076895052
2021-06-15 12:49:37,0.01,300,1,37.4638336324974
2021-06-15 12:49:10,0.01,0.01,1,37.3912076895052
2021-06-15 12:48:43,100,0.01,1.15,181.07764406174
2021-06-15 12:48:17,100,300,1,2308.88004447219
2021-06-15 12:47:50,100,300,1,2280.82559453875
2021-06-15 12:47:24,0.01,300,1.15,37.3947957513083
2021-06-15 12:46:57,100,0.01,1,881.977333068938
2021-06-15 12:46:31,0.01,0.01,1,37.3912076895052
2021-06-15 12:46:05,100,300,1,2308.88004447219
2021-06-15 12:45:39,0.01,300,1,37.4638336324974
2021-06-15 12:45:14,100,0.01,1,881.977333068938
2021-06-15 12:44:49,0.01,0.01,1,37.3912076895052
2021-06-15 12:44:24,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:43:58,0.01,0.01,1,37.3912076895052
2021-06-15 12:43:32,100,0.01,1,881.977333068938
2021-06-15 12:43:06,100,300,1.15,544.648668435376
2021-06-15 12:42:39,0.01,300,1.15,37.3947957513083
2021-06-15 12:42:13,0.01,300,1.15,37.3947957513083
2021-06-15 12:41:47,0.01,300,1,37.4638336324974
2021-06-15 12:41:21,100,300,1,2308.88004447219
2021-06-15 12:40:55,100,300,1.15,550.415731310623
2021-06-15 12:40:29,100,300,1,2308.88004447219
2021-06-15 12:40:04,100,300,1,2308.88004447219
2021-06-15 12:39:37,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:39:11,100,300,1,2308.88004447219
2021-06-15 12:38:45,100,300,1,2308.88004447219
2021-06-15 12:38:19,0.01,0.01,1,37.3912076895052
2021-06-15 12:37:54,0.01,300,1.15,37.7590228866853
2021-06-15 12:37:28,100,0.01,1,881.977333068938
2021-06-15 12:37:02,100,300,1,2308.88004447219
2021-06-15 12:36:35,0.01,0.01,1,37.7530058120512
2021-06-15 12:36:09,0.01,300,1.15,37.3947957513083
2021-06-15 12:35:43,100,0.01,1,881.977333068938
2021-06-15 12:35:16,100,300,1,2308.88004447219
2021-06-15 12:34:51,0.01,300,1.15,37.3947957513083
2021-06-15 12:34:25,100,300,1.15,544.648668435376
2021-06-15 12:33:59,100,0.01,1,806.67615357043
2021-06-15 12:33:33,100,0.01,1.15,181.07764406174
2021-06-15 12:33:07,100,300,1,2308.88004447219
2021-06-15 12:32:41,100,300,1.15,544.648668435376
2021-06-15 12:32:15,100,300,1.15,544.648668435376
2021-06-15 12:31:49,100,0.01,1,881.977333068938
2021-06-15 12:31:23,0.01,300,1,37.4638336324974
2021-06-15 12:30:57,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:30:31,0.01,0.01,1,37.3912076895052
2021-06-15 12:30:05,100,300,1.15,544.648668435376
2021-06-15 12:29:39,100,300,1.15,544.648668435376
2021-06-15 12:29:13,0.01,0.01,1,37.3912076895052
2021-06-15 12:28:46,0.01,300,1.15,37.3947957513083
2021-06-15 12:28:20,0.01,0.01,1,37.3912076895052
2021-06-15 12:27:54,100,300,1.15,544.648668435376
2021-06-15 12:27:27,0.01,0.01,1,37.3912076895052
2021-06-15 12:27:01,100,300,1.15,544.648668435376
2021-06-15 12:26:35,0.01,300,1.15,37.3947957513083
2021-06-15 12:26:09,100,0.01,1.15,181.07764406174
2021-06-15 12:25:44,100,300,1.15,544.648668435376
2021-06-15 12:25:18,100,0.01,1,881.977333068938
2021-06-15 12:24:51,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:24:25,100,0.01,1.15,167.164703238939
2021-06-15 12:23:59,100,300,1,2308.88004447219
2021-06-15 12:23:33,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:23:07,100,0.01,1,881.977333068938
2021-06-15 12:22:40,0.01,0.01,1,37.3912076895052
2021-06-15 12:22:14,0.01,300,1.15,37.3947957513083
2021-06-15 12:21:48,0.01,300,1.15,37.3947957513083
2021-06-15 12:21:22,100,300,1.15,544.648668435376
2021-06-15 12:20:56,0.01,300,1,37.4638336324974
2021-06-15 12:20:30,0.01,300,1.15,37.3947957513083
2021-06-15 12:20:04,100,0.01,1.15,181.07764406174
2021-06-15 12:19:38,0.01,300,1,37.4638336324974
2021-06-15 12:19:12,0.01,300,1,37.4638336324974
2021-06-15 12:18:46,100,0.01,1,881.977333068938
2021-06-15 12:18:20,0.01,0.01,1,37.3912076895052
2021-06-15 12:17:54,0.01,0.01,1,37.3912076895052
2021-06-15 12:17:28,100,300,1.15,544.648668435376
2021-06-15 12:17:02,0.01,0.01,1,37.3912076895052
2021-06-15 12:16:36,100,0.01,1,881.977333068938
2021-06-15 12:16:10,0.01,300,1,37.4638336324974
2021-06-15 12:15:44,100,300,1.15,544.648668435376
2021-06-15 12:15:17,0.01,300,1.15,37.3947957513083
2021-06-15 12:14:51,100,300,1.15,544.648668435376
2021-06-15 12:14:25,0.01,0.01,1,37.3912076895052
2021-06-15 12:14:00,100,300,1,2308.88004447219
2021-06-15 12:13:33,100,0.01,1.15,167.164703238939
2021-06-15 12:13:07,0.01,300,1.15,37.3947957513083
2021-06-15 12:12:41,100,300,1.15,544.648668435376
2021-06-15 12:12:15,100,300,1,2308.88004447219
2021-06-15 12:11:48,100,0.01,1,881.977333068938
2021-06-15 12:11:23,100,300,1,2308.88004447219
2021-06-15 12:10:57,100,300,1.15,544.648668435376
2021-06-15 12:10:31,100,0.01,1.15,181.07764406174
2021-06-15 12:10:04,100,0.01,1,881.977333068938
2021-06-15 12:09:38,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:09:13,100,0.01,1.15,181.07764406174
2021-06-15 12:08:46,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:08:20,100,0.01,1,881.977333068938
2021-06-15 12:07:54,0.01,300,1.15,37.3947957513083
2021-06-15 12:07:27,0.01,300,1.15,37.3947957513083
2021-06-15 12:07:01,0.01,300,1,37.4638336324974
2021-06-15 12:06:35,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:06:09,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:05:43,100,300,1.15,544.648668435376
2021-06-15 12:05:17,0.01,0.01,1,37.3912076895052
2021-06-15 12:04:51,100,300,1.15,544.648668435376
2021-06-15 12:04:25,0.01,0.01,1,37.3912076895052
2021-06-15 12:03:59,0.01,300,1,37.4638336324974
2021-06-15 12:03:33,100,300,1,2308.88004447219
2021-06-15 12:03:07,0.01,300,1,37.4638336324974
2021-06-15 12:02:41,100,300,1,2308.88004447219
2021-06-15 12:02:15,0.01,0.01,1.15,37.3820456080936
2021-06-15 12:01:49,0.01,300,1,37.4638336324974
2021-06-15 12:01:23,100,0.01,1,881.977333068938
2021-06-15 12:00:57,100,0.01,1.15,181.07764406174
2021-06-15 12:00:31,100,300,1,2308.88004447219
2021-06-15 12:00:04,0.01,300,1.15,37.3947957513083
2021-06-15 11:59:38,0.01,0.01,1,37.3912076895052
2021-06-15 11:59:13,0.01,300,1,37.4638336324974
2021-06-15 11:58:46,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:58:20,100,300,1,2308.88004447219
2021-06-15 11:57:54,100,300,1,2308.88004447219
2021-06-15 11:57:29,0.01,0.01,1,37.3912076895052
2021-06-15 11:57:03,100,300,1.15,544.648668435376
2021-06-15 11:56:37,0.01,300,1,37.4638336324974
2021-06-15 11:56:11,100,0.01,1.15,181.07764406174
2021-06-15 11:55:45,100,300,1.15,544.648668435376
2021-06-15 11:55:19,100,300,1,2308.88004447219
2021-06-15 11:54:52,100,0.01,1,881.977333068938
2021-06-15 11:54:27,100,0.01,1.15,181.07764406174
2021-06-15 11:54:01,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:53:35,100,300,1,2308.88004447219
2021-06-15 11:53:09,100,0.01,1,881.977333068938
2021-06-15 11:52:43,100,300,1.15,544.648668435376
2021-06-15 11:52:17,100,300,1,2308.88004447219
2021-06-15 11:51:51,100,300,1.15,544.648668435376
2021-06-15 11:51:24,0.01,300,1.15,37.3947957513083
2021-06-15 11:50:59,0.01,300,1,37.4638336324974
2021-06-15 11:50:33,0.01,300,1.15,37.3947957513083
2021-06-15 11:50:06,100,300,1,2308.88004447219
2021-06-15 11:49:40,100,0.01,1,881.977333068938
2021-06-15 11:49:14,100,0.01,1.15,181.07764406174
2021-06-15 11:48:47,0.01,0.01,1,37.3912076895052
2021-06-15 11:48:20,0.01,0.01,1,37.3912076895052
2021-06-15 11:47:54,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:47:28,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:47:01,0.01,159.373345444931,1.15,37.3927903042725
2021-06-15 11:46:35,2.14296441202457,140.289859163527,1.15,41.2089932894578
2021-06-15 11:46:09,0.01,138.079358636256,1.15,37.3923293888343
2021-06-15 11:45:42,4.68798198544459,110.24588958154,1.15,46.8760768991285
2021-06-15 11:45:16,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:44:50,7.94646559161242,69.6827417642906,1.15,53.4463098840205
2021-06-15 11:07:07,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:06:41,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:06:15,100,0.01,1,881.977333068938
2021-06-15 11:05:49,0.01,300,1.15,37.3947957513083
2021-06-15 11:05:23,100,0.01,1.15,181.07764406174
2021-06-15 11:04:57,100,300,1.15,544.648668435376
2021-06-15 11:04:30,0.01,300,1,37.4638336324974
2021-06-15 11:04:04,0.01,300,1.15,37.3947957513083
2021-06-15 11:03:38,0.01,0.01,1.15,37.3820456080936
2021-06-15 11:03:13,0.01,0.01,1,37.7530058120512
2021-06-15 11:02:47,100,300,1,2308.88004447219
2021-06-15 11:02:22,0.01,300,1.15,37.3947957513083
2021-06-15 11:01:56,100,0.01,1,881.977333068938
2021-06-15 11:01:30,0.01,300,1,37.4638336324974
2021-06-15 11:01:04,0.01,0.01,1,37.3912076895052
2021-06-15 11:00:38,100,300,1,2308.88004447219
2021-06-15 11:00:12,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:59:46,0.01,0.01,1,37.3912076895052
2021-06-15 10:59:20,100,0.01,1,881.977333068938
2021-06-15 10:58:54,0.01,0.01,1,37.3912076895052
2021-06-15 10:58:28,0.01,0.01,1,37.3912076895052
2021-06-15 10:58:02,100,300,1.15,544.648668435376
2021-06-15 10:57:36,0.01,300,1,37.4638336324974
2021-06-15 10:57:10,100,0.01,1,881.977333068938
2021-06-15 10:56:45,100,300,1.15,544.648668435376
2021-06-15 10:56:19,100,0.01,1,881.977333068938
2021-06-15 10:55:53,100,0.01,1,881.977333068938
2021-06-15 10:55:27,100,300,1.15,544.648668435376
2021-06-15 10:55:01,100,300,1.15,544.648668435376
2021-06-15 10:54:35,0.01,300,1.15,37.3947957513083
2021-06-15 10:54:09,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:53:43,100,0.01,1.15,181.07764406174
2021-06-15 10:53:17,0.01,300,1,37.4638336324974
2021-06-15 10:52:51,0.01,0.01,1,37.3912076895052
2021-06-15 10:52:24,100,0.01,1,881.977333068938
2021-06-15 10:51:59,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:51:32,0.01,0.01,1,37.3912076895052
2021-06-15 10:51:06,100,0.01,1.15,181.07764406174
2021-06-15 10:50:40,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:50:14,0.01,300,1,37.4638336324974
2021-06-15 10:49:48,100,0.01,1,881.977333068938
2021-06-15 10:49:23,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:48:57,100,0.01,1.15,181.07764406174
2021-06-15 10:48:32,100,300,1,2308.88004447219
2021-06-15 10:48:06,100,0.01,1.15,181.07764406174
2021-06-15 10:47:40,100,300,1,2308.88004447219
2021-06-15 10:47:14,100,0.01,1,881.977333068938
2021-06-15 10:46:48,0.01,300,1.15,37.3947957513083
2021-06-15 10:46:22,0.01,300,1.15,37.3947957513083
2021-06-15 10:45:56,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:45:31,100,300,1,2308.88004447219
2021-06-15 10:45:04,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:44:38,0.01,300,1.15,37.3947957513083
2021-06-15 10:44:12,0.01,300,1.15,37.3947957513083
2021-06-15 10:43:46,0.01,0.01,1,37.3912076895052
2021-06-15 10:43:20,0.01,300,1.15,37.3947957513083
2021-06-15 10:42:54,100,0.01,1,881.977333068938
2021-06-15 10:42:29,100,300,1.15,544.648668435376
2021-06-15 10:42:03,100,0.01,1,881.977333068938
2021-06-15 10:41:37,0.01,300,1,37.4638336324974
2021-06-15 10:41:11,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:40:45,100,300,1,2308.88004447219
2021-06-15 10:40:20,0.01,0.01,1,37.3912076895052
2021-06-15 10:39:54,0.01,0.01,1,37.3912076895052
2021-06-15 10:39:27,0.01,300,1.15,37.3947957513083
2021-06-15 10:39:01,100,300,1.15,544.648668435376
2021-06-15 10:38:35,100,300,1.15,544.648668435376
2021-06-15 10:38:09,100,300,1.15,544.648668435376
2021-06-15 10:37:43,100,300,1.15,544.648668435376
2021-06-15 10:37:17,0.01,300,1.15,37.3947957513083
2021-06-15 10:36:50,0.01,0.01,1,37.3912076895052
2021-06-15 10:36:25,100,0.01,1.15,181.07764406174
2021-06-15 10:35:59,100,300,1,2308.88004447219
2021-06-15 10:35:33,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:35:07,0.01,300,1.15,37.3947957513083
2021-06-15 10:34:41,100,300,1.15,544.648668435376
2021-06-15 10:34:15,100,0.01,1.15,181.07764406174
2021-06-15 10:33:49,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:33:23,0.01,300,1.15,37.3947957513083
2021-06-15 10:32:58,0.01,300,1,37.4638336324974
2021-06-15 10:32:32,0.01,300,1.15,37.3947957513083
2021-06-15 10:32:06,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:31:40,0.01,0.01,1,37.3912076895052
2021-06-15 10:31:14,100,300,1.15,544.648668435376
2021-06-15 10:30:48,0.01,0.01,1,37.3912076895052
2021-06-15 10:30:22,0.01,300,1,37.4638336324974
2021-06-15 10:29:56,0.01,0.01,1.15,37.7464881766384
2021-06-15 10:29:30,100,0.01,1.15,181.07764406174
2021-06-15 10:29:04,100,0.01,1,881.977333068938
2021-06-15 10:28:38,0.01,300,1,37.8259770084188
2021-06-15 10:28:12,0.01,0.01,1,37.3912076895052
2021-06-15 10:27:46,0.01,300,1,37.4638336324974
2021-06-15 10:27:21,0.01,300,1.15,37.3947957513083
2021-06-15 10:26:54,0.01,300,1.15,37.3947957513083
2021-06-15 10:26:29,0.01,0.01,1,37.3912076895052
2021-06-15 10:26:03,100,300,1,2308.88004447219
2021-06-15 10:25:37,0.01,300,1.15,37.3947957513083
2021-06-15 10:25:11,100,300,1.15,544.648668435376
2021-06-15 10:24:45,0.01,300,1.15,37.3947957513083
2021-06-15 10:24:19,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:23:53,100,0.01,1.15,181.07764406174
2021-06-15 10:23:27,0.01,300,1,37.4638336324974
2021-06-15 10:23:01,0.01,300,1.15,37.3820456080936
2021-06-15 10:22:59,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:22:34,100,300,1.15,544.648668435376
2021-06-15 10:22:08,100,0.01,1.15,181.07764406174
2021-06-15 10:21:42,100,0.01,1,881.977333068938
2021-06-15 10:21:16,100,300,1,2308.88004447219
2021-06-15 10:20:50,100,300,1.15,544.648668435376
2021-06-15 10:20:24,100,0.01,1,881.977333068938
2021-06-15 10:19:58,100,300,1,2308.88004447219
2021-06-15 10:19:32,100,300,1.15,544.648668435376
2021-06-15 10:19:06,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:18:40,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:18:14,100,300,1.15,544.648668435376
2021-06-15 10:17:48,0.01,300,1,37.4638336324974
2021-06-15 10:17:21,100,0.01,1.15,181.07764406174
2021-06-15 10:16:55,100,300,1.15,544.648668435376
2021-06-15 10:16:29,0.01,300,1.15,37.3947957513083
2021-06-15 10:16:03,100,300,1.15,544.648668435376
2021-06-15 10:15:37,100,300,1,2308.88004447219
2021-06-15 10:15:11,100,0.01,1.15,181.07764406174
2021-06-15 10:14:45,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:14:19,100,0.01,1,881.977333068938
2021-06-15 10:13:53,0.01,0.01,1,37.3912076895052
2021-06-15 10:13:27,0.01,300,1.15,37.3947957513083
2021-06-15 10:13:02,100,0.01,1.15,181.07764406174
2021-06-15 10:12:35,100,0.01,1,881.977333068938
2021-06-15 10:12:10,0.01,0.01,1,37.3912076895052
2021-06-15 10:11:43,100,0.01,1.15,181.07764406174
2021-06-15 10:11:17,100,0.01,1,881.977333068938
2021-06-15 10:10:51,100,0.01,1,881.977333068938
2021-06-15 10:10:25,0.01,0.01,1,37.3912076895052
2021-06-15 10:09:59,100,300,1.15,544.648668435376
2021-06-15 10:09:34,100,300,1.15,544.648668435376
2021-06-15 10:09:08,0.01,300,1,37.4638336324974
2021-06-15 10:08:42,100,300,1,2308.88004447219
2021-06-15 10:08:16,0.01,0.01,1,37.3912076895052
2021-06-15 10:07:49,0.01,300,1.15,37.3947957513083
2021-06-15 10:07:23,0.01,0.01,1,37.3912076895052
2021-06-15 10:06:58,100,0.01,1.15,181.07764406174
2021-06-15 10:06:32,100,0.01,1,881.977333068938
2021-06-15 10:06:06,100,300,1.15,544.648668435376
2021-06-15 10:05:39,0.01,0.01,1,37.3912076895052
2021-06-15 10:05:13,0.01,300,1,37.4638336324974
2021-06-15 10:04:47,0.01,0.01,1.15,37.3820456080936
2021-06-15 10:04:21,100,300,1.15,544.648668435376
2021-06-15 10:03:55,100,0.01,1.15,181.07764406174
2021-06-15 10:03:29,100,300,1.15,544.648668435376
2021-06-15 10:03:04,100,0.01,1,881.977333068938
2021-06-15 10:02:38,100,0.01,1.15,181.07764406174
2021-06-15 10:02:12,0.01,300,1.15,37.3947957513083
2021-06-15 10:01:46,0.01,300,1,37.4638336324974
2021-06-15 10:01:20,0.01,300,1.15,37.3947957513083
2021-06-15 10:00:55,0.01,300,1.15,37.3947957513083
2021-06-15 10:00:29,100,300,1,2308.88004447219
2021-06-15 10:00:03,100,300,1.15,544.648668435376
2021-06-15 09:59:37,100,0.01,1,881.977333068938
2021-06-15 09:59:12,0.01,300,1.15,37.3947957513083
2021-06-15 09:58:45,0.01,0.01,1,37.3912076895052
2021-06-15 09:58:19,0.01,0.01,1,37.3912076895052
2021-06-15 09:57:53,0.01,300,1.15,37.3947957513083
2021-06-15 09:57:28,100,0.01,1,881.977333068938
