time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_ch4,SIL_rsi
2014-01-01,0.0802,3.7693,0,384.2787,1.7677,0.3615,0.0533,17.3474,156.1269,17.3474,0.7916,7.124,1.5831,0.0206,0.1856,0.4813,69.6853,0.7118,126.3866
2014-01-02,0.0652,4.0732,0,381.2082,1.7513,0.3528,0.065,28.3234,254.911,28.3234,0.7948,7.1534,1.5896,0.0596,0.5362,1.3901,61.9706,0.7118,126.3866
2014-01-03,0.0456,2.1152,0,401.7422,1.7949,0.3698,0.0448,11.4138,102.7245,11.4138,0.7781,7.0032,1.5563,0.018,0.162,0.4201,79.9894,0.7118,126.3866
2014-01-04,0.0319,0.8688,0,415.7957,1.6486,0.3405,0.0342,19.2885,173.5968,19.2885,0.8096,7.2868,1.6193,0.0223,0.2007,0.5204,43.7031,0.7118,126.3866
2014-01-05,0.0326,2.9559,0,392.7033,1.6757,0.365,0.0477,17.9756,161.7807,17.9756,0.7907,7.116,1.5813,0.0373,0.3356,0.87,52.056,0.7118,126.3866
2014-01-06,0.0273,3.9807,0,382.1382,1.664,0.3299,0.0446,18.6253,167.6281,18.6253,0.7948,7.1529,1.5895,0.0606,0.5451,1.4133,29.5988,0.7118,126.3866
2014-01-07,0.0191,0.2907,0,422.5906,1.7567,0.3631,0.0435,10.6419,95.7767,10.6419,0.7843,7.0584,1.5685,0.0332,0.2989,0.7749,76.7944,0.7118,126.3866
2014-01-08,0.0134,0.2676,0,422.8662,1.7525,0.3681,0.0555,21.3293,191.9637,21.3293,0.7872,7.0845,1.5743,0.0559,0.5031,1.3042,49.0842,0.7118,126.3866
2014-01-09,0.0094,0.8931,0,415.5132,1.7026,0.3608,0.0507,27.6841,249.157,27.6841,0.7915,7.1234,1.583,0.0017,0.015,0.0388,74.9936,0.7118,126.3866
2014-01-10,0.1069,2.4196,0,398.43,1.7677,0.3616,0.0435,11.2243,101.019,11.2243,0.7926,7.1336,1.5852,0.0522,0.4696,1.2175,30.3819,0.7118,126.3866
2014-01-11,0.2016,4.2794,0,379.1492,1.7298,0.3583,0.0453,18.4289,165.86,18.4289,0.7889,7.1004,1.5779,0.09,0.8104,2.1009,55.6598,0.7118,126.3866
2014-01-12,0.1411,4.6509,0,375.4855,1.6627,0.342,0.0291,11.7473,105.7258,11.7473,0.7928,7.1356,1.5857,0.0318,0.2861,0.7418,75.0456,0.7118,126.3866
2014-01-13,0.0988,4.25,0,379.4415,1.583,0.3594,0.0653,2.5658,23.092,2.5658,0.8126,7.3135,1.6252,0.0258,0.2325,0.6028,45.2619,0.7118,126.3866
2014-01-14,0.1618,5.4748,0,367.5732,1.7691,0.3723,0.0669,34.7408,312.6676,34.7408,0.7862,7.0759,1.5724,0.0538,0.484,1.2548,72.7913,0.7118,126.3866
2014-01-15,0.1267,4.4214,0,377.7421,1.7391,0.3558,0.0397,9.0545,81.4906,9.0545,0.792,7.128,1.584,0.0373,0.3358,0.8705,42.8668,0.7118,126.3866
2014-01-16,0.0887,3.1067,0,391.1187,1.6948,0.3707,0.0368,8.8604,79.744,8.8604,0.7988,7.1896,1.5977,0.0367,0.3306,0.8571,82.4081,0.7118,126.3866
2014-01-17,0.0621,2.8369,0,393.9626,1.6815,0.3664,0.0465,11.8131,106.3175,11.8131,0.8068,7.2608,1.6135,0.051,0.459,1.1899,38.2296,0.7118,126.3866
2014-01-18,0.0435,2.2192,0,400.6058,1.7126,0.3381,0.0556,20.9733,188.76,20.9733,0.7862,7.0761,1.5725,-0.0026,-0.0237,-0.0615,54.7149,0.7118,126.3866
2014-01-19,0.0304,2.1007,0,401.9009,1.751,0.367,0.0571,30.0617,270.5551,30.0617,0.7877,7.0894,1.5754,0.0396,0.356,0.923,75.3179,0.7118,126.3866
2014-01-20,0.0213,3.0325,0,391.897,1.7253,0.3821,0.0457,19.5407,175.8662,19.5407,0.7979,7.1809,1.5958,0.0195,0.1753,0.4545,85.209,0.7118,126.3866
2014-01-21,0.028,3.2916,0,389.1895,1.7494,0.3439,0.0506,23.9809,215.828,23.9809,0.7892,7.1028,1.5784,0.0292,0.2629,0.6815,65.2529,0.7118,126.3866
2014-01-22,0.0196,0.7266,0,417.4505,1.7589,0.3574,0.0505,16.4696,148.2261,16.4696,0.7889,7.0997,1.5777,0.0278,0.2502,0.6487,77.2792,0.7118,126.3866
2014-01-23,0.0137,0.4104,0,421.1687,1.6842,0.3435,0.047,16.436,147.9239,16.436,0.802,7.2181,1.604,0.0181,0.1629,0.4223,41.5762,0.7118,126.3866
2014-01-24,0.0096,0.2469,0,423.1135,1.7559,0.3288,0.0491,0.7521,6.7687,0.7521,0.7821,7.0393,1.5643,-0.0011,-0.0097,-0.025,82.6084,0.7118,126.3866
2014-01-25,0.0067,0.2861,0,422.6452,1.7624,0.37,0.047,8.6931,78.2382,8.6931,0.7908,7.1171,1.5816,0.0515,0.4639,1.2028,38.8982,0.7118,126.3866
2014-01-26,0.0047,0.6115,0,418.798,1.7378,0.3875,0.0636,19.1042,171.9378,19.1042,0.7851,7.066,1.5702,0.0151,0.1363,0.3534,60.4063,0.7118,126.3866
