"time","FLOW","TEMP","SALT","OXY_oxy","NIT_amm","NIT_nit","PHS_frp","OGM_doc","OGM_docr","OGM_poc","OGM_don","OGM_donr","OGM_pon","OGM_dop","OGM_dopr","OGM_pop","CAR_dic","CAR_ch4","SIL_rsi"
2014-01-01,0,3.7876,0,384.0923,1.7048,0.384,0.0431,9.9216,89.2947,9.9216,0.7871,7.0836,1.5741,0.0673,0.6058,1.5707,62.955,0.7118,126.3866
2014-01-02,0,4.2305,0,379.6355,1.6807,0.3496,0.0405,13.8065,124.2587,13.8065,0.8107,7.2965,1.6215,0.0193,0.1737,0.4504,76.0241,0.7118,126.3866
2014-01-03,0.0158,1.3205,0,410.6094,1.6447,0.3691,0.0546,25.8677,232.8094,25.8677,0.8041,7.2371,1.6082,0.0476,0.4286,1.1113,71.2231,0.7118,126.3866
2014-01-04,0.0111,1.0666,0,413.5116,1.6883,0.3537,0.0614,15.166,136.4936,15.166,0.7861,7.0746,1.5721,0.0271,0.2437,0.6319,64.2093,0.7118,126.3866
2014-01-05,0.3592,3.4719,0,387.3236,1.736,0.3347,0.045,23.9148,215.2336,23.9148,0.7894,7.1048,1.5788,0.035,0.315,0.8167,58.5654,0.7118,126.3866
2014-01-06,0.28,3.1818,0,390.3331,1.7145,0.3593,0.0467,10.0315,90.2836,10.0315,0.7985,7.1861,1.5969,0.0247,0.2219,0.5753,70.732,0.7118,126.3866
2014-01-07,0.2045,0.2532,0,423.0377,1.7084,0.3707,0.0508,18.0305,162.2748,18.0305,0.8002,7.2022,1.6005,0.0734,0.6602,1.7115,37.2364,0.7118,126.3866
2014-01-08,0.1431,0.2804,0,422.7134,1.7527,0.3688,0.0434,15.3375,138.0376,15.3375,0.7847,7.0624,1.5694,0.0426,0.3835,0.9941,42.3147,0.7118,126.3866
2014-01-09,0.1002,1.2204,0,411.7493,1.6964,0.3547,0.0422,11.2274,101.0463,11.2274,0.7928,7.1349,1.5855,0.0324,0.2917,0.7562,118.5342,0.7118,126.3866
2014-01-10,0.0758,2.7441,0,394.9489,1.6959,0.3777,0.0493,21.5544,193.9899,21.5544,0.7959,7.1633,1.5919,0.0241,0.2169,0.5622,81.7267,0.7118,126.3866
2014-01-11,0.2109,4.6405,0,375.5873,1.7481,0.3814,0.0509,11.2337,101.1037,11.2337,0.7875,7.0875,1.575,0.0097,0.0869,0.2253,69.3766,0.7118,126.3866
2014-01-12,0.2641,4.4777,0,377.1861,1.7065,0.3688,0.0496,15.7874,142.0862,15.7874,0.7962,7.1662,1.5925,0.0092,0.0826,0.2142,70.5371,0.7118,126.3866
2014-01-13,0.1848,4.4509,0,377.45,1.6443,0.3684,0.0314,21.3285,191.9565,21.3285,0.7981,7.1826,1.5961,-0.0122,-0.1099,-0.2851,29.3721,0.7118,126.3866
2014-01-14,0.1412,5.3429,0,368.8206,1.6703,0.3486,0.0453,10.9392,98.4529,10.9392,0.8022,7.22,1.6044,0.0107,0.0959,0.2486,68.7567,0.7118,126.3866
2014-01-15,0.1047,4.3178,0,378.7674,1.779,0.3843,0.0577,12.2685,110.4162,12.2685,0.7806,7.0257,1.5613,0.013,0.1173,0.304,43.0865,0.7118,126.3866
2014-01-16,0.0733,2.8152,0,394.1924,1.6615,0.3827,0.0513,11.6297,104.6676,11.6297,0.7898,7.1081,1.5796,0.0266,0.2394,0.6206,63.572,0.7118,126.3866
